momentum_10,momentum_10_scaled,macd_divergence,macd_hist,macd_divergence_scaled,macd_hist_scaled,macd_crossover,macd_crossover_scaled,pos_neg_ratio,total_positive_words,total_positive_words_scaled,sentiment_momentum_scaled,sentiment_momentum,volatility_5_scaled,volatility_5,sentiment_intensity_lag_1_scaled,sentiment_intensity_lag_1,low_volatility_sentiment,low_volatility_sentiment_scaled,total_negative_words_scaled,total_negative_words,trend_strength,std_textblob_polarity_lag_2,sentiment_volatility_lag_2,std_textblob_polarity_lag_2_scaled,sentiment_volatility_lag_2_scaled,pos_neg_ratio_lag_1,high_volatility_sentiment_scaled,high_volatility_sentiment,total_positive_words_lag_1,total_positive_words_lag_1_scaled,sentiment_weighted_volume_scaled,sentiment_weighted_volume,std_textblob_polarity,std_textblob_polarity_lag_1,sentiment_volatility_lag_1,std_textblob_polarity_lag_1_scaled,sentiment_volatility_lag_1_scaled,avg_textblob_polarity_lag_1_scaled,avg_textblob_polarity_lag_1,sentiment_consistency,sentiment_consistency_scaled,std_textblob_polarity_scaled,sentiment_volatility_scaled,sentiment_volatility,momentum_5,momentum_5_scaled,news_intensity,total_words,article_count_scaled,target_direction,Date
-3.025276160212882,-3.0252761602128815,-1.8485252474026064,-1.8485252474026044,-1.8485252474026062,-1.8485252474026044,-1.0772191060811471,-1.0772191060811471,2.549006955826346,2.549006955826346,2.5490069558263464,,,4.256830663070116,4.256830663070115,-0.7137712880536509,-0.7137712880536509,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-3.3058937512237194,3.491296675733207,3.491296675733207,3.491296675733207,3.491296675733207,-0.5966537398390945,1.359606943095824,1.3596069430958238,-0.5966537398390945,-0.5966537398390946,1.9186129776847458,1.9186129776847463,2.7435277574311416,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.7137712880536509,-0.7137712880536509,-2.7435277574311407,-2.7435277574311416,2.743527757431142,2.743527757431142,2.7435277574311416,-2.185472362174003,-2.185472362174003,1.9186129776847463,3.4168946878257307,3.4169172509933183,1,2020-03-16
-2.3391430653766045,-2.3391430653766045,-1.8780686103296,-1.8780686103296003,-1.8780686103295998,-1.8780686103296003,-1.0772191060811471,-1.0772191060811471,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,-0.6993891889909375,-0.6993891889909374,3.996822173411816,3.9968221734118163,0.2615214726299757,0.26152147262997566,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-2.8374330382410693,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,2.549006955826346,-0.31977063540430195,-0.3197706354043019,2.549006955826346,2.549006955826346,-0.694548652506796,-0.694548652506796,-0.3991168347019628,2.7435277574311416,2.7435277574311416,2.7435277574311416,2.7435277574311416,0.2615214726299756,0.26152147262997566,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-2.5324996015494943,-2.5324996015494943,-0.694548652506796,-0.9640490264526441,-0.9660926751320393,0,2020-03-17
-2.763486285473798,-2.7634862854737974,-1.8309767778703896,-1.8309767778703896,-1.8309767778703894,-1.8309767778703898,-1.0772191060811471,-1.0772191060811471,0.9761766079936257,0.9761766079936257,0.9761766079936258,0.3724332142735836,0.3724332142735836,3.98637441608331,3.9863744160833097,-0.7137712880536509,-0.7137712880536509,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-2.8066972387356985,2.719775303146323,2.719775303146323,2.719775303146323,2.719775303146323,-0.5966537398390945,0.5763452404833651,0.5763452404833651,-0.5966537398390945,-0.5966537398390946,-0.3459528910392444,-0.3459528910392443,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.7137712880536509,-0.7137712880536509,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-2.157619349664344,-2.157619349664344,-0.3459528910392443,0.13118690211694967,0.1296598063993,1,2020-03-18
-2.0765950678825793,-2.0765950678825797,-1.4554390794496845,-1.4554390794496845,-1.455439079449684,-1.4554390794496845,-1.0772191060811471,-1.0772191060811471,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,0.16835643952577442,0.16835643952577448,3.7115771225914354,3.711577122591436,-0.19335507095286766,-0.19335507095286777,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-2.1126130455949075,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,0.9761766079936257,0.9820828634489953,0.9820828634489955,0.9761766079936257,0.9761766079936257,0.8247435192865668,0.8247435192865666,1.0414508883874305,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.19335507095286772,-0.19335507095286777,-1.0414508883874305,-1.0414508883874296,1.0414508883874307,1.0414508883874307,1.0414508883874305,-0.21449269185232567,-0.21449269185232567,0.8247435192865666,2.321658759256137,2.321164769461979,0,2020-03-19
-2.0782188638930257,-2.0782188638930257,-1.1999548311589112,-1.1999548311589112,-1.1999548311589112,-1.1999548311589117,-1.0772191060811471,-1.0772191060811471,2.549006955826346,2.549006955826346,2.5490069558263464,-0.16934868909799744,-0.16934868909799744,2.6211492142076405,2.6211492142076405,0.042275660028296434,0.04227566002829641,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-2.1781574311860123,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,-0.5966537398390945,0.5763452404833651,0.5763452404833651,-0.5966537398390945,-0.5966537398390946,0.002642870428307339,0.002642870428307394,-0.3991168347019628,1.0414508883874305,1.0414508883874305,1.0414508883874307,1.0414508883874307,0.04227566002829642,0.04227566002829641,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-1.9138869868928419,-1.9138869868928419,0.002642870428307394,1.2264228306865435,1.2254122879306393,0,2020-03-20
-1.5463478693764439,-1.5463478693764439,-0.9732320197528561,-0.9732320197528562,-0.9732320197528563,-0.9732320197528562,-1.0772191060811471,-1.0772191060811471,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,-0.3734254638458066,-0.3734254638458066,0.1492480144371124,0.14924801443711253,-0.19335507095286766,-0.19335507095286777,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-2.1270232142645114,1.0296331523042384,1.0296331523042384,1.0296331523042384,1.0296331523042384,2.549006955826346,-0.31977063540430195,-0.3197706354043019,2.549006955826346,2.549006955826346,-0.694548652506796,-0.694548652506796,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.19335507095286772,-0.19335507095286777,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,0.13429489009948298,0.134294890099483,-0.694548652506796,-0.9640490264526441,-0.9660926751320393,1,2020-03-23
-1.2100010317583783,-1.2100010317583783,-0.3038716804220573,-0.3038716804220573,-0.3038716804220572,-0.3038716804220573,-1.0772191060811471,-1.0772191060811471,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,0.5586183265777493,0.5586183265777493,1.2340858026207917,1.2340858026207917,-0.7137712880536509,-0.7137712880536509,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-0.9213022760287668,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,-0.5966537398390945,1.0237314273957987,1.0237314273957987,-0.5966537398390945,-0.5966537398390946,-0.17191632646848753,-0.17191632646848753,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.7137712880536509,-0.7137712880536509,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,1.0909159413146032,1.0909159413146032,-0.17191632646848753,0.13118690211694967,0.1296598063993,0,2020-03-24
-1.0493815757088034,-1.0493815757088034,0.03596172136355391,0.03596172136355389,0.03596172136355403,0.03596172136355401,0.928316249085049,0.928316249085049,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,-0.5596105761499722,-0.5596105761499723,1.3775474272872579,1.3775474272872579,0.06646292049325045,0.0664629204932504,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-1.1616265477286232,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,-0.5966537398390945,-0.31977063540430195,-0.3197706354043019,-0.5966537398390945,-0.5966537398390946,-0.694548652506796,-0.694548652506796,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,0.0664629204932504,0.0664629204932504,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,0.872084331235115,0.872084331235115,-0.694548652506796,-0.9640490264526441,-0.9660926751320393,1,2020-03-25
0.5357542427923627,0.5357542427923626,0.5377080493146457,0.5377080493146447,0.5377080493146457,0.5377080493146448,0.928316249085049,0.928316249085049,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,-0.00049612478611147,-0.000496124786111486,1.4085739707887668,1.4085739707887668,-0.7137712880536509,-0.7137712880536509,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-0.44898256861883223,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,-0.5966537398390945,-0.31977063540430195,-0.3197706354043019,-0.5966537398390945,-0.5966537398390946,-0.694548652506796,-0.694548652506796,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.7137712880536509,-0.7137712880536509,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,0.9287220725061667,0.9287220725061668,-0.694548652506796,-0.9640490264526441,-0.9660926751320393,0,2020-03-26
-1.013215048415852,-1.013215048415852,0.6687852914189892,0.6687852914189882,0.6687852914189892,0.6687852914189885,0.928316249085049,0.928316249085049,-0.5966537398390945,-0.5966537398390945,-0.5966537398390946,-0.00049612478611147,-0.000496124786111486,1.6174472527838786,1.6174472527838788,-0.7137712880536509,-0.7137712880536509,-0.26100353245516306,-0.26100353245516306,-0.2533723166886974,-0.2533723166886973,-0.863816591638591,-0.40083351710296133,-0.40083351710296133,-0.4008335171029614,-0.4008335171029614,-0.5966537398390945,-0.31977063540430195,-0.3197706354043019,-0.5966537398390945,-0.5966537398390946,-0.694548652506796,-0.694548652506796,-0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,-0.3991168347019628,-0.7137712880536509,-0.7137712880536509,0.39911683470196363,0.3991168347019628,-0.39911683470196285,-0.39911683470196285,-0.3991168347019628,0.6325034268751714,0.6325034268751714,-0.694548652506796,-0.9640490264526441,-0.9660926751320393,1,2020-03-27
