Date,close,high,low,open,volume,adjclose,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2021-03-04,256.23431396484375,265.0360035081496,252.11688750570337,255.0706842064995,31626500,256.23431396484375,269.69644,277.21917724609375,20.98486328125,0.0
2021-03-22,291.9383850097656,298.07470303761363,285.1854243532845,288.86524842085043,28273100,291.9383850097656,290.6605,308.0699157714844,0.0,-16.13153076171875
2021-03-26,281.47576904296875,282.9477047603736,276.25441420995656,276.7815211981037,17629200,281.47576904296875,296.78955,300.5909118652344,19.115142822265625,0.0
2021-04-21,299.82513427734375,300.33236135082404,295.7674087427101,300.3025262495058,14863500,299.82513427734375,319.21155,300.8992919921875,1.07415771484375,0.0
2021-04-23,299.48699951171875,300.93902505917043,295.5287039948607,297.12993540321145,17536800,299.48699951171875,315.87244,314.2161865234375,14.72918701171875,0.0
2021-04-29,327.7121276855469,329.99956621835713,319.855207614009,328.3187848173279,56526800,327.7121276855469,316.99658,316.87164306640625,0.0,10.840484619140625
2021-05-04,316.6229553222656,320.4320751417114,311.4115554284143,318.2739017022337,24032600,316.6229553222656,327.29343,326.00152587890625,9.378570556640625,0.0
2021-05-10,304.3005676269531,312.8635751743837,303.16677312671277,312.63484952512226,24239200,304.3005676269531,330.66818,327.3341979980469,23.03363037109375,0.0
2021-05-24,322.8587951660156,324.17160041475233,316.2947992734036,316.47380989339365,16445400,322.8587951660156,327.6013,334.91265869140625,12.053863525390625,0.0
2021-06-10,330.64605712890625,332.1179930301107,326.7573868303307,328.9851858093254,13240200,330.64605712890625,346.18134,352.4564208984375,21.81036376953125,0.0
2021-06-11,329.45257568359375,331.0139863201424,327.1352717259596,330.765350380117,13587900,329.45257568359375,346.35632,352.76470947265625,23.3121337890625,0.0
2021-06-17,334.6739501953125,336.1359308230724,328.34863572483755,328.6867769811201,17794100,334.6739501953125,347.879,348.5080871582031,13.834136962890625,0.0
2021-06-28,353.6996154785156,356.1859752869596,339.9052657663683,340.59150350158455,29156100,353.6996154785156,353.75003,339.7958679199219,-13.90374755859375,0.0
2021-06-29,349.9700927734375,354.79360675537083,347.14556118483745,354.3261698746243,21417300,349.9700927734375,356.37286,344.3409423828125,-5.629150390625,0.0
2021-07-22,349.2738952636719,349.62199171941126,343.3265114646047,344.7884922978518,12385400,349.2738952636719,358.9113,360.6712951660156,11.39739990234375,0.0
2021-07-23,367.7723693847656,373.28212032009475,355.2411111250132,358.9408153664436,33694300,367.7723693847656,361.11835,361.1984252929687,0.0,6.573944091796932
2021-07-27,365.80316162109375,371.11402200121233,362.5609390412377,369.88079737130977,15705400,365.80316162109375,369.9023,356.49426269531244,-9.308898925781307,0.0
2021-08-10,359.1596374511719,362.1134339987709,357.08104437709414,359.85579995887605,7469900,359.1596374511719,376.1574,377.31002807617193,18.150390625000057,0.0
2021-09-10,376.62384033203125,381.6960204055468,376.1961937297356,379.27925560774753,11549600,376.62384033203125,394.59088,341.1385192871094,-35.485321044921875,0.0
2021-09-14,374.4756164550781,376.52437447741704,373.0633507512849,375.3408647988433,8711600,374.4756164550781,394.7751,331.1433410644531,-43.332275390625,0.0
2021-10-14,326.73748779296875,328.7166203298091,325.3152973805766,326.5684019850504,14302200,326.73748779296875,339.68585,334.0175476074219,7.280059814453125,0.0
2021-10-15,322.98809814453125,327.2745800776437,320.7503742900774,326.886693374357,21596400,322.98809814453125,339.37253,339.26873779296875,16.2806396484375,0.0
2021-10-18,333.5103454589844,334.05736281081386,325.713124979467,327.15522576484267,21585000,333.5103454589844,339.89963,336.77239990234375,3.262054443359375,0.0
2021-10-21,340.0146179199219,340.4422644429007,335.95686247328354,338.42334186930026,16354400,340.0146179199219,347.56436,325.95184326171875,-14.062774658203125,0.0
2021-10-27,310.5164794921875,317.50812148580394,310.3573488353756,312.47573207452166,29971800,310.5164794921875,337.07016,338.91070556640625,28.39422607421875,0.0
2021-11-10,325.85235595703125,331.37206208881173,323.73397273693166,330.67586926540287,21872600,325.85235595703125,348.3757,308.6965026855469,-17.155853271484375,0.0
2021-11-18,336.8420715332031,340.59149106099784,333.4705531875881,337.8664505228223,17487200,336.8420715332031,354.84955,327.9508056640625,-8.891265869140625,0.0
2021-11-24,339.19915771484375,339.9152305740603,330.9941701138962,334.1667677476818,13566200,339.19915771484375,355.73917,333.0727233886719,-6.126434326171875,0.0
2021-11-26,331.30242919921875,335.90717189663746,330.08908453672626,333.9677993263109,14750700,331.30242919921875,354.70312,331.9688415527344,0.666412353515625,0.0
2021-12-03,305.16583251953125,312.03813419280635,297.86588427329247,312.0182542421115,27471000,305.16583251953125,336.86218,344.2911376953125,39.12530517578125,0.0
2021-12-07,321.0487365722656,324.75839650726795,319.2486144144011,319.8155117616376,18794000,321.0487365722656,330.6142,341.06884765625,20.020111083984375,0.0
2021-12-16,333.0727233886719,342.5805599979914,331.9190489010007,337.1304792213179,22635000,333.0727233886719,344.19485,329.9797058105469,-3.093017578125,0.0
2021-12-20,323.6742858886719,328.099987506514,320.77020469169213,327.98064710888303,17901800,323.6742858886719,344.71725,332.5456237792969,8.871337890625,0.0
2021-12-29,341.06884765625,347.7820181971321,339.77595287769236,345.0171876921152,10747000,341.06884765625,352.77072,314.83282470703125,-26.23602294921875,0.0
2021-12-31,334.51483154296875,341.5661438294916,334.4352510380069,341.1484220561163,12870500,334.51483154296875,356.5402,307.025634765625,-27.48919677734375,0.0
2022-01-20,314.83282470703125,326.0313990944483,314.2560025809042,322.1327735262741,16925000,314.83282470703125,338.08316,226.8256378173828,-88.00718688964844,0.0
2022-01-21,301.5158996582031,316.5732791279412,301.3866040898256,313.09237533778037,28710700,301.5158996582031,334.7549,218.35211181640625,-83.16378784179688,0.0
2022-01-24,307.025634765625,307.84116803697805,287.43313840822844,296.2149475733403,38878100,307.025634765625,329.62485,216.51220703125,-90.513427734375,0.0
2022-01-26,293.0224609375,305.8321906496855,289.26308637858205,305.33491872204524,28348800,293.0224609375,320.0764,215.35852050781247,-77.66394042968753,0.0
2022-01-28,300.0638427734375,300.2528085495781,291.4312086833994,294.0070738384395,21871600,300.0638427734375,313.27347,205.03517150878906,-95.02867126464844,0.0
2022-01-31,311.5508117675781,312.0779187865982,297.6868682661031,299.0394333145059,21579500,311.5508117675781,312.44492,200.97743225097656,-110.57337951660156,0.0
2022-02-04,235.79641723632812,241.28630399106297,228.85450483892365,233.68798895629686,89342200,235.79641723632812,287.8467,209.87857055664065,-25.91784667968747,0.0
2022-02-08,218.97865295410156,224.53816449083425,214.97064253783918,219.645010673908,94729700,218.97865295410156,255.17996,206.97453308105466,-12.004119873046903,0.0
2022-02-10,226.8256378173828,233.71781985918588,225.46310233543514,227.02454356513454,49310400,226.8256378173828,234.86818,198.96841430664062,-27.857223510742188,0.0
2022-02-16,215.3585205078125,216.27351421238137,211.2013344622757,211.2510646903228,45817500,215.3585205078125,222.97845,194.14491271972656,-21.213607788085938,0.0
2022-02-23,197.36720275878906,205.81088459986046,196.96939133181132,203.0460542084255,44481400,197.36720275878906,214.80284,202.5189666748047,5.151763916015625,0.0
2022-03-30,226.60682678222656,229.88880941182103,225.47304737778563,227.66104085602697,25588000,226.60682678222656,229.1105,187.0438690185547,-39.562957763671875,0.0
2022-04-04,232.61386108398438,233.0713579334283,224.62767516142972,224.74701556757384,28054800,232.61386108398438,234.88301,179.9627380371094,-52.65112304687497,0.0
2022-04-11,215.27896118164062,219.40631194961077,214.04572138607526,217.2282585635439,20516600,215.27896118164062,234.37845,210.87312316894534,-4.405838012695284,0.0
2022-04-19,216.12432861328125,217.23821290517645,207.85967138026635,209.37138233036362,20089900,216.12432861328125,224.14285,196.5715789794922,-19.552749633789062,0.0
2022-04-21,187.0438690185547,201.86256630262926,184.56744937065218,200.50004608528528,49954100,187.0438690185547,216.12837,190.1965789794922,3.1527099609375,0.0
2022-04-27,173.99545288085938,180.2213074290636,168.0779196901877,173.47828580189343,71062900,173.99545288085938,192.04408,191.19113159179688,17.1956787109375,0.0
2022-05-03,210.8731231689453,213.72745905219412,206.9546181229804,209.30174212548286,41556300,210.8731231689453,195.21574,180.2909088134766,0.0,30.58221435546872
2022-05-13,197.5363006591797,198.79937563637557,190.23635221953052,191.52926229909409,24549800,197.5363006591797,204.8842,193.19015502929688,-4.3461456298828125,0.0
2022-05-16,198.94854736328125,204.24946796576893,194.86097148578133,195.97487092994706,27112600,198.94854736328125,204.5119,194.58250427246094,-4.3660430908203125,0.0
2022-05-17,201.51446533203125,204.3389813335773,197.2777140930139,201.01719341862636,24872700,201.51446533203125,205.09195,195.56710815429688,-5.947357177734375,0.0
2022-05-19,190.2462921142578,194.2244676339712,188.56552570462853,190.15678680719273,24446900,190.2462921142578,204.56352,174.612060546875,-15.634231567382812,0.0
2022-05-25,182.82701110839844,184.4381674068017,178.341623480769,179.41571756268058,28030200,182.82701110839844,196.29843,159.9922637939453,-22.834747314453125,0.0
2022-06-03,189.7390899658203,195.53728290533837,188.74454603469616,194.91071537255863,19465000,189.7390899658203,196.91463,168.5652313232422,-21.173858642578125,0.0
2022-06-16,159.9922637939453,164.17930006661163,158.7391440100492,162.82671982781204,26944100,159.9922637939453,177.95438,161.9912872314453,1.9990234375,0.0
2022-06-17,162.84661865234375,164.9948218770204,159.02755866012222,160.79784553375922,31374200,162.84661865234375,173.78522,162.37918090820312,-0.467437744140625,0.0
2022-06-27,168.5652313232422,170.81289481068848,167.0932955973247,170.38524826805332,29174600,168.5652313232422,160.9578,174.82090759277344,0.0,-6.25567626953125
2022-06-29,163.04550170898438,165.4224606193557,159.44525825847654,162.6775253846381,28595200,163.04550170898438,163.47658,182.17059326171875,19.125091552734375,0.0
2022-07-19,174.82090759277344,175.5270403665657,168.58511373036453,169.44042200363836,25933700,174.82090759277344,170.89159,167.6104736328125,0.0,7.2104339599609375
2022-07-20,182.09103393554688,182.59826102275755,175.73589919863173,176.52159735604093,24784300,182.09103393554688,173.28178,177.36695861816406,0.0,4.7240753173828125
2022-07-27,168.65475463867188,169.93770957916664,161.13600526052383,161.70288738638206,43846600,168.65475463867188,173.27046,173.89599609375,5.241241455078125,0.0
2022-08-04,169.6393585205078,171.2107245114859,165.88992380784927,167.38173964213652,23938200,169.6393585205078,163.93497,167.85911560058594,0.0,1.780242919921875
2022-08-10,177.36695861816406,179.49528199475273,173.00091142703204,175.02978951718475,30262100,177.36695861816406,172.95062,162.04103088378906,0.0,15.325927734375
2022-08-19,167.0435791015625,171.37979056694337,166.1385406243181,169.2713474448919,26240800,167.0435791015625,183.2889,168.03814697265625,0.99456787109375,0.0
2022-08-25,167.85911560058594,167.9585760592434,163.12509217387682,164.27875154641242,15550500,167.85911560058594,173.37799,145.49183654785156,-22.367279052734375,0.0
2022-09-01,164.45777893066406,166.4468667188068,159.47511948455926,162.68749201325986,30145700,164.45777893066406,166.14114,139.64390563964844,-24.813873291015625,0.0
2022-09-02,159.44528198242188,167.01374633389952,158.3512776451919,166.53636952107883,22634200,159.44528198242188,165.77794,135.62594604492188,-23.8193359375,0.0
2022-09-06,157.6749725341797,160.80779471201183,156.82961938183863,159.22647366039627,19339800,157.6749725341797,165.31024,133.66668701171875,-24.008285522460938,0.0
2022-09-23,139.64390563964844,141.8418390501483,138.13219473829278,140.64838946509272,31710700,139.64390563964844,146.32286,126.06837463378906,-13.575531005859375,0.0
2022-10-03,137.85374450683594,138.8582284840784,135.35744452894616,136.39176361215863,27723100,137.85374450683594,138.32619,129.01222229003906,-8.841522216796875,0.0
2022-10-11,127.8386459350586,131.93617647196157,126.29710768743027,130.90184248185668,38481400,127.8386459350586,136.72188,94.68058013916014,-33.15806579589845,0.0
2022-10-12,126.80433654785156,128.9624948076411,125.5611567777746,127.61986976127854,34605200,126.80433654785156,134.84666,90.04600524902342,-36.75833129882814,0.0
2022-10-17,133.3086395263672,134.05454734979827,129.46969998808723,129.589055559199,29612200,133.3086395263672,131.27577,96.1922836303711,0.0,37.116355895996094
2022-10-18,132.075439453125,137.08793427850054,130.6830688193,136.3420263168024,25445000,132.075439453125,131.83878,95.94364166259766,0.0,36.131797790527344
2022-10-19,132.50308227539062,136.2525171047217,131.4985983789064,132.16494098455863,30691000,132.50308227539062,132.55867,100.91637420654297,-31.586708068847656,0.0
2022-10-31,92.6517105102539,98.77809679977636,92.0947607837391,97.68410006105101,121361400,92.6517105102539,98.91815,109.26058959960939,16.608879089355483,0.0
2022-11-09,100.91637420654297,104.32766020399549,100.19035379603653,101.16501019006643,107677300,100.91637420654297,86.32262,119.78286743164062,0.0,-18.866493225097656
2022-11-18,111.43865203857422,113.69626345442184,110.01645389414465,113.1791039417966,33357700,111.43865203857422,115.03415,114.0841293334961,2.645477294921875,0.0
2022-12-01,119.78286743164062,120.53871531785595,117.75399700427646,118.5496275562559,36551400,119.78286743164062,117.34358,116.48097991943361,0.0,3.301887512207017
2022-12-02,122.81622314453125,123.36322532044333,116.96830778897609,117.18710865934092,39950500,122.81622314453125,117.802925,117.39596557617188,0.0,5.420257568359375
2022-12-07,113.30838012695312,115.24773758210962,112.26410605862742,113.13930949501996,29461100,113.30838012695312,118.3155,119.6038589477539,6.295478820800781,0.0
2022-12-08,114.70074462890625,116.69977231445003,113.96477671294508,115.75495868721893,30619400,114.70074462890625,117.8909,119.68341064453125,4.982666015625,0.0
2022-12-12,114.0841293334961,115.0886207924488,112.52269572119194,114.55156617838797,24747100,114.0841293334961,117.36904,126.675048828125,12.590919494628906,0.0
2022-12-13,119.49444580078125,122.62726046433697,117.99268245383705,121.46363838626145,44701100,119.49444580078125,117.447136,126.24739837646483,0.0,-6.7529525756835795
2022-12-21,119.10657501220703,119.68340468534029,114.98916403142952,116.06326563545637,20392800,119.10657501220703,116.93169,136.23263549804688,0.0,-17.126060485839844
2022-12-22,116.4809799194336,117.9727957133352,113.75592427271405,116.56053766173837,23618100,116.4809799194336,117.450005,134.62144470214844,18.140464782714844,0.0
2022-12-23,117.39596557617188,117.53520111836418,114.9096057687837,115.39693016645676,17796600,117.39596557617188,118.14225,132.29421997070312,14.89825439453125,0.0
2022-12-29,119.6038589477539,120.36965445957532,115.13835109693333,115.76491864891912,22366200,119.6038589477539,119.649864,142.48831176757812,22.88445281982422,0.0
2023-01-04,126.675048828125,128.34588274584758,125.16333797564083,126.68498880311247,32397100,126.675048828125,122.23427,146.49632263183594,0.0,-19.821273803710938
2023-01-09,128.7635955810547,132.2246039865523,128.57462981837625,130.4443771431501,26649100,128.7635955810547,126.99752,148.1571807861328,0.0,-19.393585205078125
2023-01-12,135.96408081054688,136.92877427286825,131.04107717747252,132.71191854504232,30757700,135.96408081054688,131.63237,185.51226806640625,0.0,-49.548187255859375
2023-01-25,140.72796630859375,142.3888528531503,139.54445660201168,140.44949522181398,26622000,140.72796630859375,141.69453,176.19340515136722,35.465438842773466,0.0
2023-02-08,182.4291534423828,189.78878632449576,181.92194159122826,188.9633131879266,36139100,182.4291534423828,176.98784,173.57774353027344,0.0,8.851409912109375
2023-02-09,176.94924926757812,185.63161328508647,176.30280180132868,185.11446138230116,37118800,176.94924926757812,181.63799,184.2392578125,7.290008544921875,0.0
2023-02-14,178.50071716308594,180.51963986517225,174.92036858463078,176.19338343593049,24034600,178.50071716308594,186.72214,183.96080017089847,5.460083007812528,0.0
2023-03-07,183.50326538085938,189.32135250054276,183.0059934962893,187.9687723674908,36701500,183.50326538085938,182.7295,199.58505249023438,0.0,-16.081787109375
2023-03-10,178.5305633544922,183.76187378535178,177.82444571017825,180.02237914874613,25665000,178.5305633544922,187.51309,210.78363037109375,32.25306701660156,0.0
2023-03-21,201.0570068359375,202.4394223074647,196.86997016539956,202.09132585775956,31827000,201.0570068359375,199.40678,212.8323974609375,0.0,-11.775390625
2023-03-22,198.71981811523438,206.23856771811555,198.5805825735342,201.3951436866139,28477800,198.71981811523438,201.98434,219.14773559570312,20.42791748046875,0.0
2023-04-05,210.3261260986328,214.01589040585796,208.79453526907974,212.98155631855872,19396600,210.3261260986328,218.2757,237.25837707519534,26.93225097656253,0.0
2023-04-11,212.68324279785156,214.84140148040632,212.24564100497645,214.30433921622785,16710100,212.68324279785156,221.4511,237.93467712402344,25.251434326171875,0.0
2023-05-02,237.93467712402344,243.58367893119586,237.6860411604922,241.85316716182606,24350100,237.93467712402344,234.30829,245.3937530517578,0.0,-7.459075927734375
2023-05-08,231.99725341796875,234.33442241333236,229.01362180007337,230.15734118338585,16400500,231.99725341796875,243.24097,261.087646484375,29.09039306640625,0.0
2023-05-15,237.55674743652344,238.94910277282918,234.04600881841293,235.62732991654622,20653200,237.55674743652344,245.33221,269.6407165527344,32.08396911621094,0.0
2023-05-16,237.5169677734375,238.33248583308955,234.23497005775818,234.50348596887454,18163800,237.5169677734375,245.93002,262.1617736816406,24.644805908203125,0.0
2023-05-19,244.29974365234375,247.33310534235645,242.08191518003764,246.11976066635137,21733600,244.29974365234375,249.78679,269.57110595703125,25.2713623046875,0.0
2023-05-24,247.85028076171875,248.22819710722442,243.61351422741944,243.94171552060706,17724300,247.85028076171875,254.76445,280.29229736328125,32.4420166015625,0.0
2023-06-01,271.12261962890625,272.5050503286509,264.4393132250298,264.4492380260928,25609500,271.12261962890625,268.04703,287.1546630859375,0.0,-16.03204345703125
2023-06-05,269.9092712402344,274.0664572677717,268.08923898990724,268.82519172989214,20742900,269.9092712402344,275.25342,285.48382568359375,15.574554443359375,0.0
2023-06-06,269.6407165527344,275.0609925308667,268.218526169483,268.666083030455,19419000,269.6407165527344,278.05978,283.7334289550781,14.09271240234375,0.0
2023-06-29,279.99395751953125,285.006467534605,279.15854424219776,282.9477542702442,15395700,279.99395751953125,294.54657,292.65447998046875,12.6605224609375,0.0
2023-07-05,292.7638854980469,296.49342515503747,284.7975790783721,286.0805492186769,33865500,292.7638854980469,298.12122,296.94097900390625,4.177093505859375,0.0
2023-07-12,307.6522216796875,307.7616372966844,298.462645299144,300.1036367455164,36677100,307.6522216796875,303.72443,312.5950622558594,0.0,-4.942840576171875
2023-07-19,314.2857971191406,316.9412120784177,308.82573099810884,311.3220456577342,21763700,314.2857971191406,320.1896,303.5447082519531,-10.7410888671875,0.0
2023-07-21,292.65447998046875,303.7933527743912,289.61117825909304,302.9082245396203,42139300,292.65447998046875,320.41205,299.99420166015625,7.3397216796875,0.0
2023-07-26,296.94097900390625,300.1235012678688,290.3073578476797,299.54667916131785,47256900,296.94097900390625,312.42676,292.684326171875,-4.25665283203125,0.0
2023-07-28,323.7041320800781,324.4202048414684,312.5353941027042,315.151049194325,39220300,323.7041320800781,314.03397,281.7045593261719,0.0,41.99957275390625
2023-07-31,316.8616943359375,323.88317188009285,315.8571952791239,321.9239191723793,25799600,316.8616943359375,317.5022,288.3182678222656,-28.543426513671875,0.0
2023-08-08,310.9342346191406,316.15559034862434,308.418009292474,312.68461132972385,15183500,310.9342346191406,328.5957,296.3641357421875,-14.570098876953125,0.0
2023-08-16,292.684326171875,299.43725724650096,292.67437102075866,298.5620841293075,18547700,292.684326171875,319.1903,297.0404052734375,4.3560791015625,0.0
2023-08-23,292.63458251953125,295.77734483299173,286.10045227284775,286.925910341543,18287000,292.63458251953125,301.86716,310.0191955566406,17.384613037109375,0.0
2023-08-28,288.6763000488281,289.85980962740086,284.24061274129133,286.4286212943843,14239300,288.6763000488281,299.69562,303.4054870605469,14.72918701171875,0.0
2023-08-29,296.3641357421875,297.5178103421579,286.6076622250773,287.00547372653244,20844500,296.3641357421875,300.0834,298.03497314453125,1.67083740234375,0.0
2023-08-31,294.275634765625,299.4572004375462,294.04687872231887,294.1860990978854,17229900,294.275634765625,302.8984,297.4481506347656,3.172515869140625,0.0
2023-09-06,297.5376892089844,301.6451297075991,294.04683067406876,300.06380866941623,15418100,297.5376892089844,308.29645,296.115478515625,-1.422210693359375,0.0
2023-09-15,298.67144775390625,310.2976672664294,297.11996184565953,309.90978061383356,28131100,298.67144775390625,316.61594,313.708984375,15.03753662109375,0.0
2023-09-26,297.3288269042969,298.66151204809125,294.3949406981687,296.0359320136058,19417200,297.3288269042969,312.07004,322.2322082519531,24.90338134765625,0.0
2023-10-11,326.0313720703125,327.04579587055116,321.1879483787804,321.24761858167267,22036300,326.0313720703125,324.8764,310.1485290527344,0.0,15.882843017578125
2023-10-26,286.7767028808594,293.3904128980078,277.8755239762387,293.3904128980078,66684100,286.7767028808594,319.97925,332.3666076660156,45.58990478515625,0.0
2023-10-31,299.6262512207031,302.0231058329733,295.2403086664069,301.6551294198702,19434200,299.6262512207031,310.60263,335.1413879394531,35.51513671875,0.0
2023-11-15,330.8946533203125,336.55360986984874,328.21932811776264,336.08617307811147,14531200,330.8946533203125,340.8761,324.8080749511719,-6.086578369140625,0.0
2023-11-21,335.1413879394531,338.04543890201586,334.0672636154936,336.4839978177994,12027900,335.1413879394531,348.43478,332.9136047363281,-2.227783203125,0.0
2023-11-22,339.62677001953125,341.04899079349985,336.73264377053374,337.3592112529343,10702700,339.62677001953125,350.4164,331.3521728515625,-8.27459716796875,0.0
2023-11-24,336.3846130371094,339.99478210112346,334.9325570091258,338.27424048258047,5467500,336.3846130371094,352.19623,333.0926208496094,-3.2919921875,0.0
2023-11-30,325.36505126953125,331.6804115017736,320.640967447542,330.079210290625,23146400,325.36505126953125,351.02713,352.1580200195312,26.792968749999943,0.0
2023-12-04,318.27398681640625,319.10940020478745,311.94870101105846,315.5589008919365,19037100,318.27398681640625,344.89957,352.8939514160156,34.619964599609375,0.0
2023-12-20,347.374267578125,353.02326924582536,345.89240698440796,346.7477001093249,16369900,347.374267578125,351.75558,372.4467163085938,25.072448730468807,0.0
2023-12-28,356.3649597167969,359.92541334633074,355.8577326408115,357.7374350863552,11798800,356.3649597167969,369.03433,379.6969604492188,23.332000732421932,0.0
2023-12-29,352.02874755859375,358.03580116533425,349.90043941200116,357.03130212194435,14987100,352.02874755859375,370.72223,383.09829711914057,31.069549560546818,0.0
2024-01-02,344.4006042480469,351.23311575908457,338.15486997648975,349.40315868568683,19042200,344.4006042480469,370.3762,388.5682678222656,44.16766357421875,0.0
2024-01-03,342.59051513671875,346.0515385996116,341.3075450947138,343.0977422035491,15451100,342.59051513671875,368.8987,391.03472900390625,48.4442138671875,0.0
2024-01-10,368.4486389160156,370.90516329016276,357.12077058491644,358.2048500244285,22117200,368.4486389160156,369.11734,392.6260375976563,24.177398681640682,0.0
2024-01-26,391.9895324707031,394.6250676356868,389.4534274110973,392.19837818349464,13163700,391.9895324707031,401.80038,470.737548828125,78.74801635742188,0.0
2024-02-07,467.02783203125,468.94729433290803,453.6909956704097,455.5010727196219,23066000,467.02783203125,450.9284,487.9729919433594,0.0,-20.945159912109375
2024-02-08,467.4356384277344,468.0224156934193,462.4927539732961,465.7648119405903,18815100,467.4356384277344,460.61633,500.0893859863281,0.0,-32.65374755859375
2024-02-12,466.3416442871094,476.53571960415474,464.034295077433,465.6355265927167,19382000,466.3416442871094,475.4863,488.0625915527344,21.720947265625,0.0
2024-02-13,457.6095275878906,465.3371530003408,452.60697305953227,454.37725996109066,20916600,457.6095275878906,478.98947,493.9067077636719,36.29718017578125,0.0
2024-02-26,479.6199035644531,484.0005639371309,478.48493638300374,481.3423009556775,12101400,479.6199035644531,495.43652,494.7928771972656,15.1729736328125,0.0
2024-02-29,487.9729919433594,489.53608982298255,480.4860672630107,486.2904270330112,17732000,487.9729919433594,501.12646,505.52539062499994,17.552398681640568,0.0
2024-03-01,500.0893859863281,502.0308162689863,489.6853942410587,489.944229331014,16273600,500.0893859863281,503.7742,507.33740234375,7.248016357421875,0.0
2024-03-07,509.9358825683594,517.5621445947318,499.17345921115236,501.0650913395813,18586400,509.9358825683594,513.5669,483.4429931640625,-26.492889404296875,0.0
2024-03-12,497.5506286621094,500.0993598169904,482.59674176616056,491.08920050578274,15448200,497.5506286621094,515.86536,504.5098571777344,6.959228515625,0.0
2024-03-20,503.2952575683594,505.9634863084785,492.99083095505335,497.3017617876955,11711100,503.2952575683594,511.08655,520.8576049804688,17.562347412109375,0.0
2024-04-04,508.6715087890625,527.6675263697325,508.33297835562007,514.1472734907579,26476300,508.6715087890625,515.8312,439.43753051757807,-69.23397827148443,0.0
2024-04-08,516.96484375,529.1509672724173,516.6064426502932,526.9507321048712,13260600,516.96484375,524.3155,430.716064453125,-86.248779296875,0.0
2024-04-10,517.5422973632812,520.2602634620138,503.5740128170584,507.0486743379978,11418500,517.5422973632812,530.29114,437.25714111328125,-80.28515625,0.0
2024-04-12,509.64715576171875,517.9006805254135,507.0884588703495,515.4714163739358,11984500,509.64715576171875,533.6905,449.97097778320307,-59.67617797851568,0.0
2024-04-16,497.56060791015625,502.54853866004663,494.9222460311094,495.9178451150447,9847900,497.56060791015625,530.98334,466.1793212890625,-31.38128662109375,0.0
2024-05-01,437.25714111328125,447.9797317454938,425.23028779708045,426.7137510147693,20344900,437.25714111328125,461.55524,465.72131347656256,28.464172363281307,0.0
2024-05-07,466.1793212890625,469.45485089459487,459.2798266933172,464.23792123892935,13406800,466.1793212890625,462.76727,472.27239990234375,0.0,-6.09307861328125
2024-05-08,470.5201416015625,473.4870074797213,460.9623841473388,461.4601836982539,11683900,470.5201416015625,467.96002,464.9945373535157,0.0,5.525604248046818
2024-05-17,469.8331604003906,470.7192277726925,466.35852937146893,468.75789639100327,10807300,469.8331604003906,489.94205,500.38812255859375,30.554962158203125,0.0
2024-05-28,477.8079528808594,478.74378812032353,472.750292232449,474.4826250142837,10175800,477.8079528808594,489.47388,497.7854919433594,19.9775390625,0.0
2024-05-29,472.27239990234375,477.73825991605673,471.6153311982711,472.57109787837896,9226200,472.27239990234375,490.59192,499.9880065917968,27.715606689453068,0.0
2024-05-31,464.7755126953125,467.05544313285293,452.45995673704215,463.7500468415907,16919800,464.7755126953125,489.27164,497.20751953124994,32.43200683593744,0.0
