Date,close,high,low,open,volume,adjclose
2021-01-13,250.2670135498047,252.56440741285832,247.8403241302128,250.17750824552502,19528900,250.2670135498047
2021-01-14,244.29974365234375,253.63850952714714,243.2753647304675,252.01739824228878,29739400,244.29974365234375
2021-01-15,249.98855590820312,252.47491566414263,245.8114745533319,246.54742732874718,24942900,249.98855590820312
2021-01-19,259.6753845214844,260.7693887391371,251.34110286936706,255.4982885453802,28028500,259.6753845214844
2021-01-20,266.0205993652344,268.8451002511692,262.16176437917414,267.4626697340615,25199900,266.0205993652344
2021-01-21,271.38116455078125,272.10719245839164,266.0305139973574,267.79087596556116,20838700,271.38116455078125
2021-01-22,273.0022888183594,276.95062914573145,270.5159291752049,270.52588432611986,21954000,273.0022888183594
2021-01-25,276.4931640625,278.5717572067885,270.028628602351,276.62245962787443,19087000,276.4931640625
2021-01-26,280.5110778808594,283.83288101479985,276.29422171236394,276.6224381761034,19373600,280.5110778808594
2021-01-27,270.6551513671875,281.90343877959975,266.65706605755344,280.988445172853,35346200,270.6551513671875
2021-01-28,263.55413818359375,285.22525864800895,263.25578714872023,275.66767581660514,37758800,263.55413818359375
2021-01-29,256.9205017089844,265.1056085939196,253.4595085047804,263.8524736193934,30389500,256.9205017089844
2021-02-01,260.5804138183594,262.7286319289007,253.5191472269724,258.1039792785467,22914300,260.5804138183594
2021-02-02,265.6227722167969,267.3831343495143,261.8335623750513,262.5595903505122,17320800,265.6227722167969
2021-02-03,265.195068359375,267.73117297464705,262.40040302392316,264.1706895746834,14223400,265.195068359375
2021-02-04,265.0359802246094,266.6968818045095,262.5595757565208,265.55316245002643,16060000,265.0359802246094
2021-02-05,266.63720703125,267.70137621415745,264.22047280735546,265.34428184093923,12454400,266.63720703125
2021-02-08,265.12548828125,268.3875909210791,263.55412234025806,267.2836618073372,13755200,265.12548828125
2021-02-09,267.9798278808594,271.89833271761904,264.3000038338095,264.98624145529215,14613400,267.9798278808594
2021-02-10,270.38665771484375,272.30612024616755,266.25930640958575,270.96351020006466,14687200,270.38665771484375
2021-02-11,268.9147644042969,272.0873318138882,267.02510653976975,270.40658039140317,12828600,268.9147644042969
2021-02-12,269.0241394042969,269.70042200837554,266.8759208227475,269.0440193569794,9097600,269.0241394042969
2021-02-16,272.4751281738281,275.0907828599222,268.5765036660134,269.32241141218947,15417200,272.4751281738281
2021-02-17,272.077392578125,272.4752040833667,268.1091416242204,269.7600882044922,12763200,272.077392578125
2021-02-18,267.9201965332031,270.4662264961847,264.5785132373703,268.09920715144295,15249100,267.9201965332031
2021-02-19,260.13287353515625,268.79534152271066,258.7305631369944,268.38757492315426,25622600,260.13287353515625
2021-02-22,258.90960693359375,261.63467792990457,256.1248960808731,256.5426178843172,17434900,258.90960693359375
2021-02-23,264.4093933105469,266.0006694199031,253.56888741463393,258.0841094734667,21924600,264.4093933105469
2021-02-24,262.86785888671875,264.92657175503007,256.9801768216703,260.8986513147166,15736100,262.86785888671875
2021-02-25,253.30039978027344,265.4835631065301,252.65393711070132,260.86886463321275,19053100,253.30039978027344
2021-02-26,256.2143859863281,264.101111562024,255.07066661026906,255.07066661026906,26619500,256.2143859863281
2021-03-01,263.4646301269531,265.1951268133253,256.4928676243848,259.39694918819407,22157300,263.4646301269531
2021-03-02,257.5868835449219,265.25480891585454,257.23878709153854,264.3298903248348,15191700,257.5868835449219
2021-03-03,254.01644897460938,259.565990316334,253.70814280846187,258.8698278303205,15513500,254.01644897460938
2021-03-04,256.23431396484375,265.0360035081496,252.11688750570337,255.0706842064995,31626500,256.23431396484375
2021-03-05,262.83807373046875,264.0017035057258,254.21537951033093,259.2477846416895,26820100,262.83807373046875
2021-03-08,253.9169921875,264.130946772462,253.65841624534207,264.1011116705028,18391800,253.9169921875
2021-03-09,264.2900695800781,267.0648553841119,258.39243190985275,259.75495211061934,22039700,264.2900695800781
2021-03-10,263.4546203613281,267.50242050921673,261.43569786205995,267.17423444230974,14210300,263.4546203613281
2021-03-11,272.38568115234375,276.3837366006868,266.35874770210745,266.6471435728869,21834000,272.38568115234375
2021-03-12,266.9355773925781,268.26826257995833,262.57947024293793,267.6715605192442,20600200,266.9355773925781
2021-03-15,272.2563781738281,274.4543115778635,267.0350229759739,267.61184505288526,16844800,272.2563781738281
2021-03-16,277.7561950683594,280.6006061580178,273.30062785672277,274.5736427241806,22437700,277.7561950683594
2021-03-17,282.4604187011719,284.66830734155604,273.9073352135994,274.20568623889295,21315000,282.4604187011719
2021-03-18,277.0998229980469,283.6339838570734,276.7616817063214,278.3430029019223,18728300,277.0998229980469
2021-03-19,288.5271301269531,291.2024557746136,279.6657702610233,279.6856502135931,38930500,288.5271301269531
2021-03-22,291.9383850097656,298.07470303761363,285.1854243532845,288.86524842085043,28273100,291.9383850097656
2021-03-23,289.04425048828125,296.3740329572617,288.2287173415255,291.55048977348235,23000900,289.04425048828125
2021-03-24,280.6006164550781,290.1283331852225,279.6259525555279,289.41226039905837,18675000,280.6006164550781
2021-03-25,277.21917724609375,286.48833435618417,276.2345884254357,279.4469763837362,24505600,277.21917724609375
2021-03-26,281.47576904296875,282.9477047603736,276.25441420995656,276.7815211981037,17629200,281.47576904296875
2021-03-29,289.2332458496094,291.58035473551547,283.146642425676,284.21078126404507,21718800,289.2332458496094
2021-03-30,286.4286193847656,290.87423146217606,285.1357245626924,288.2486212159694,17474500,286.4286193847656
2021-03-31,292.9229736328125,294.8822260621755,287.0352611947407,288.4077364453998,19498200,292.9229736328125
2021-04-01,297.0304870605469,300.75007156231,294.98172903915173,296.7718959322501,17616000,297.0304870605469
2021-04-05,307.22454833984375,309.07438535638,299.0394414215444,299.24831748553015,28237000,307.22454833984375
2021-04-06,304.5889892578125,309.65121348052617,303.5844903227812,307.15489886823303,17335200,304.5889892578125
2021-04-07,311.3817443847656,312.5354189448768,303.83315986526605,304.6685730947802,22855200,311.3817443847656
2021-04-08,311.31207275390625,314.15648365282925,308.3582766113272,313.13210480748046,20894100,311.31207275390625
2021-04-09,310.75518798828125,313.0227469355051,308.6368045604,309.700973850164,15988600,310.75518798828125
2021-04-12,309.8402099609375,310.4468671613528,306.24989075898,309.3528628192991,10881900,309.8402099609375
2021-04-13,308.0699157714844,312.71441860086725,307.6323140450193,310.50653001772804,14036900,308.0699157714844
2021-04-14,301.16778564453125,306.34935077167574,300.3025373233251,305.6233228113989,17421400,301.16778564453125
2021-04-15,306.1405029296875,308.447852004268,302.4407985001259,304.66856706809574,14558300,306.1405029296875
2021-04-16,304.5094299316406,307.2643358318888,302.94798879661323,306.48859283981625,13059200,304.5094299316406
2021-04-19,300.5909118652344,306.0211429286097,298.9200855462274,303.3458176476799,14553500,300.5909118652344
2021-04-20,300.9986877441406,303.43533229773595,295.58836681498093,300.3422851662202,16796400,300.9986877441406
2021-04-21,299.82513427734375,300.33236135082404,295.7674087427101,300.3025262495058,14863500,299.82513427734375
2021-04-22,294.90216064453125,301.26726619496264,294.42479897399977,299.6859146081091,16375400,294.90216064453125
2021-04-23,299.48699951171875,300.93902505917043,295.5287039948607,297.12993540321145,17536800,299.48699951171875
2021-04-26,301.3865966796875,304.1315172479962,299.91466075822365,301.6849477139368,16172600,301.3865966796875
2021-04-27,301.9136657714844,303.67399735431496,299.46706619404387,302.6197833644524,15309300,301.9136657714844
2021-04-28,305.4244384765625,309.22360346773024,303.7038665991414,305.68299925244054,33907200,305.4244384765625
2021-04-29,327.7121276855469,329.99956621835713,319.855207614009,328.3187848173279,56526800,327.7121276855469
2021-04-30,323.3063049316406,328.0204634708117,322.72948284681667,324.3605493471292,26332400,323.3063049316406
2021-05-03,320.8199462890625,326.7573743710819,320.0839935420577,324.390385469702,18719500,320.8199462890625
2021-05-04,316.6229553222656,320.4320751417114,311.4115554284143,318.2739017022337,24032600,316.6229553222656
2021-05-05,313.3011779785156,319.3082310485422,312.7740709768273,316.45389518933933,15577600,313.3011779785156
2021-05-06,318.27398681640625,318.4927877289163,311.5608142498046,312.80399435473083,19012200,318.27398681640625
2021-05-07,317.3390197753906,321.17797459480585,317.0108336785227,320.621032499409,15916700,317.3390197753906
2021-05-10,304.3005676269531,312.8635751743837,303.16677312671277,312.63484952512226,24239200,304.3005676269531
2021-05-11,304.8575439453125,305.16585012975867,298.0548672335117,299.1090813515027,18920100,304.8575439453125
2021-05-12,300.8992919921875,303.29614680919553,296.5630944766907,299.4870564293178,24645500,300.8992919921875
2021-05-13,303.594482421875,307.174816202193,301.1180474575004,304.409985357884,18079200,303.594482421875
2021-05-14,314.2161865234375,315.1212250694298,307.3935999271378,307.8511119510919,19245700,314.2161865234375
2021-05-17,313.7388000488281,313.9576009137946,309.87996498545834,311.83921761913547,15401300,313.7388000488281
2021-05-18,308.2688293457031,314.7731551736581,308.11965382578785,313.8681165514093,14522400,308.2688293457031
2021-05-19,311.8790283203125,312.9431976129241,301.913709037624,302.5303214199381,19106200,311.8790283203125
2021-05-20,316.87164306640625,317.5081657824573,311.4513965831917,311.8690880584108,17320200,316.87164306640625
2021-05-21,314.504638671875,318.1844330111426,314.08691686579175,317.5479406769587,13600900,314.504638671875
2021-05-24,322.8587951660156,324.17160041475233,316.2947992734036,316.47380989339365,16445400,322.8587951660156
2021-05-25,326.00152587890625,327.38392600031057,323.02781923094193,325.2953779169199,16437000,326.00152587890625
2021-05-26,325.87225341796875,328.0303966545791,324.04229630935697,326.558491127582,9686900,325.87225341796875
2021-05-27,330.9344787597656,331.9588577504487,324.97717058248844,326.21039529136925,20477700,330.9344787597656
2021-05-28,326.9364318847656,331.0538279075431,326.5385900381755,329.19403564391365,12037400,326.9364318847656
2021-06-01,327.3341979980469,329.6117117444085,324.85779370703636,328.3486217236382,11765900,327.3341979980469
2021-06-02,327.3541259765625,330.05928665944094,325.33520302820233,328.5774259274586,11654300,327.3541259765625
2021-06-03,324.2611083984375,325.59379361002675,321.7150783895696,324.00251726671644,12610800,324.2611083984375
2021-06-04,328.5475769042969,330.646049923069,323.40577168903513,324.1218444968438,13289400,328.5475769042969
2021-06-07,334.7435607910156,335.84752026393244,327.1353062925299,327.68232362902614,20136700,334.7435607910156
2021-06-08,331.8594055175781,336.4541935382482,330.4272598551522,334.86294755872746,14580500,331.8594055175781
2021-06-09,328.4481506347656,334.96240158792494,328.1995146388271,333.9081873932316,13727900,328.4481506347656
2021-06-10,330.64605712890625,332.1179930301107,326.7573868303307,328.9851858093254,13240200,330.64605712890625
2021-06-11,329.45257568359375,331.0139863201424,327.1352717259596,330.765350380117,13587900,329.45257568359375
2021-06-14,334.9324951171875,334.98224051642,328.010478963459,330.0890718044828,12250800,334.9324951171875
2021-06-15,334.91265869140625,338.0653762123268,333.20204196749194,335.1513395153246,15795200,334.91265869140625
2021-06-16,329.2735900878906,335.7082905114058,326.92648098803505,334.8629524540792,17232200,329.2735900878906
2021-06-17,334.6739501953125,336.1359308230724,328.34863572483755,328.6867769811201,17794100,334.6739501953125
2021-06-18,327.8612976074219,334.3158768589668,327.2048950876105,332.7047208335511,23039500,327.8612976074219
2021-06-21,330.4769592285156,331.1035266624349,325.8622615476972,329.283494559044,11337500,330.4769592285156
2021-06-22,337.18023681640625,338.0653955074092,330.7853264516776,330.87483176575546,15345300,337.18023681640625
2021-06-23,338.731689453125,341.54626557201067,336.3547454115595,337.4984647797305,14817800,338.731689453125
2021-06-24,341.30755615234375,343.01817281341425,339.92515596317435,339.9848261669618,12329100,341.30755615234375
2021-06-25,339.5074462890625,342.2424420140805,337.82666466996574,340.72079106111335,14594400,339.5074462890625
2021-06-28,353.6996154785156,356.1859752869596,339.9052657663683,340.59150350158455,29156100,353.6996154785156
2021-06-29,349.9700927734375,354.79360675537083,347.14556118483745,354.3261698746243,21417300,349.9700927734375
2021-06-30,345.8128662109375,350.99446201106565,345.27583433404135,350.2485540531929,15107500,345.8128662109375
2021-07-01,352.4564208984375,352.7348919713452,344.609455101212,344.9277164276981,17137000,352.4564208984375
2021-07-02,352.76470947265625,354.4952060285918,350.69604130478314,353.1625209353798,11521300,352.76470947265625
2021-07-06,350.8551940917969,356.83241261356216,347.2748299992996,354.5548985955322,13488500,350.8551940917969
2021-07-07,348.5776062011719,354.5448683070267,348.09028950820107,353.32159900000784,14218900,348.5776062011719
2021-07-08,343.76409912109375,346.4294695365695,340.69096205718694,343.84367963111873,14406500,343.76409912109375
2021-07-09,348.5080871582031,348.79648303673457,343.3861617869712,343.43590719266604,13018700,348.5080871582031
2021-07-12,351.2331237792969,352.25750277179293,347.73234021343285,349.3136613561557,10018600,351.2331237792969
2021-07-13,350.1689453125,356.53401996968415,346.89688750277224,349.5821680750714,11456000,350.1689453125
2021-07-14,345.7332763671875,353.2619804421077,344.83819299069097,352.62545782260054,13894200,345.7332763671875
2021-07-15,342.58056640625,347.3245600000535,338.3637101904866,347.3245600000535,14781600,342.58056640625
2021-07-16,339.298583984375,344.10221743214686,338.2841601823362,343.02812342710985,11026100,339.298583984375
2021-07-19,335.11151123046875,337.9360116910735,332.7146572758109,335.7281234671484,14372300,335.11151123046875
2021-07-20,339.7958679199219,341.57610997514155,332.6749300501138,336.95145662183944,11024300,339.7958679199219
2021-07-21,344.3409423828125,344.62933825849467,339.3881028781611,339.63673885096557,9279700,344.3409423828125
2021-07-22,349.2738952636719,349.62199171941126,343.3265114646047,344.7884922978518,12385400,349.2738952636719
2021-07-23,367.7723693847656,373.28212032009475,355.2411111250132,358.9408153664436,33694300,367.7723693847656
2021-07-26,370.4277648925781,372.3969724879038,366.2109090108228,367.5634739724925,14925200,370.4277648925781
2021-07-27,365.80316162109375,371.11402200121233,362.5609390412377,369.88079737130977,15705400,365.80316162109375
2021-07-28,371.2433776855469,375.4900695771555,364.92801730754064,372.516392772917,29676900,371.2433776855469
2021-07-29,356.3649597167969,363.5256572281753,354.79356343675454,359.0303299512922,33413200,356.3649597167969
2021-07-30,354.3559875488281,358.76184019359226,351.01433453677595,352.0685486668452,15976200,354.3559875488281
2021-08-02,350.0297546386719,357.43908884062074,348.8263346088208,356.14619384865114,13180400,350.0297546386719
2021-08-03,349.3235778808594,351.8397726485123,345.80291444698844,350.8054688803486,12406100,349.3235778808594
2021-08-04,356.961669921875,358.51315580384517,349.59209680698285,350.49713529664336,14180600,356.961669921875
2021-08-05,360.9895935058594,361.91451203043346,354.9527048671893,357.67777573838714,10247200,360.9895935058594
2021-08-06,361.5266418457031,363.15767796460426,359.4281385557844,359.4281385557844,8925000,361.5266418457031
2021-08-09,359.63702392578125,363.78428556022675,358.7817306955486,361.7753177035083,7798900,359.63702392578125
2021-08-10,359.1596374511719,362.1134339987709,357.08104437709414,359.85579995887605,7469900,359.1596374511719
2021-08-11,357.9960021972656,360.3829014100535,355.8577389514572,360.12434064312265,8400300,357.9960021972656
2021-08-12,360.6712951660156,361.01939155866864,355.16151413538887,356.4942295073823,7170700,360.6712951660156
2021-08-13,361.19842529296875,362.6703611056754,359.50771897202475,360.98957958442526,7195700,361.19842529296875
2021-08-16,364.55999755859375,364.94788423534294,355.4300921413073,360.54203183652123,11222100,364.55999755859375
2021-08-17,356.4942626953125,362.6803267868874,353.13269955520906,360.9995452168357,12328700,356.4942626953125
2021-08-18,353.5106201171875,357.89653174325144,353.21223875450477,354.30624304886953,10042400,353.5106201171875
2021-08-19,353.1824035644531,355.61904811260365,349.08488780029035,349.43298421446457,12004500,353.1824035644531
2021-08-20,357.4092102050781,358.02582252156475,351.3822770423487,352.6652470773066,8697700,357.4092102050781
2021-08-23,361.3675231933594,363.6947522196447,357.1407117229497,357.478852998454,10942000,361.3675231933594
2021-08-24,363.5157165527344,365.9523306688668,359.8657274271384,361.675804439855,9235100,363.5157165527344
2021-08-25,366.38006591796875,368.8365603750457,363.4063588232145,363.60527975668884,9684500,366.38006591796875
2021-08-26,362.3918762207031,367.4242654417327,362.1432402696599,366.37005143739486,7888700,362.3918762207031
2021-08-27,370.5968933105469,371.700822456131,362.0935248696897,363.10797905868134,11219100,370.5968933105469
2021-08-30,378.58306884765625,379.40852689580356,368.4983795531824,370.5272575229769,13547300,378.58306884765625
2021-08-31,377.3100280761719,380.67159094405554,376.7331756811143,377.8769253209833,12345400,377.3100280761719
2021-09-01,379.9654541015625,382.2330127959918,376.7431418387074,377.5188848038788,11567200,379.9654541015625
2021-09-02,373.232421875,379.6671219202785,372.0190771410024,379.4184859530746,14832900,373.232421875
2021-09-03,374.2070617675781,375.1021451218308,371.07422450109124,372.7052909097427,7509600,374.2070617675781
2021-09-07,380.0947570800781,380.870500060405,371.11402742853414,373.8291430352128,10793800,380.0947570800781
2021-09-08,375.5099182128906,378.7919006855534,372.74508760136035,378.08578307012715,11067200,375.5099182128906
2021-09-09,375.93756103515625,377.7575628571262,374.51537066787756,375.5795398312547,9098900,375.93756103515625
2021-09-10,376.62384033203125,381.6960204055468,376.1961937297356,379.27925560774753,11549600,376.62384033203125
2021-09-13,374.45574951171875,379.6671500581966,372.3075309537401,379.5975246979626,13026300,374.45574951171875
2021-09-14,374.4756164550781,376.52437447741704,373.0633507512849,375.3408647988433,8711600,374.4756164550781
2021-09-15,371.8798522949219,375.499976151174,365.663953189825,374.9430340194429,17940300,371.8798522949219
2021-09-16,371.0245361328125,371.5218080710542,367.692808076379,370.75602021254736,11934200,371.0245361328125
2021-09-17,362.73004150390625,369.38354242272226,359.61711433443367,369.38354242272226,26299000,362.73004150390625
2021-09-20,353.7592468261719,359.0601520010102,347.89141404195493,357.339580276182,19822800,353.7592468261719
2021-09-21,355.529541015625,358.07557080480603,353.2520271354739,356.5439648008072,11751900,355.529541015625
2021-09-22,341.33740234375,347.9312332361173,338.83116265004304,345.33548823382125,43692900,341.33740234375
2021-09-23,344.0724182128906,347.7621981391355,341.128576604054,343.47568576960776,21806300,344.0724182128906
2021-09-24,351.0342102050781,352.41664080939734,340.5019938334126,341.3672421795075,18801900,351.0342102050781
